t,x{A=1 x__init=1},y{A=1 x__init=1},x{A=1 x__init=2},y{A=1 x__init=2},x{A=1 x__init=1.5},y{A=1 x__init=1.5},x{A=2 x__init=1},y{A=2 x__init=1},x{A=2 x__init=2},y{A=2 x__init=2},x{A=2 x__init=1.5},y{A=2 x__init=1.5},x{A=3 x__init=1},y{A=3 x__init=1},x{A=3 x__init=2},y{A=3 x__init=2},x{A=3 x__init=1.5},y{A=3 x__init=1.5}
479.3,3.5920937195117637,.8561079905481637,2.6089760831977786,1.0396747771194916,1.3650547928110304,4.076927748084428,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
479.4,3.3347534525204363,.8668049327186285,2.3817060952960762,1.1175537714386887,1.7762871843855763,3.6104162288940875,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
479.5,3.0655022665988527,.916085619798744,2.171165112390434,1.200586484725525,2.4525252471596892,2.8252150743890683,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
479.6,2.807432035615791,.9806373011244194,1.9763082970608774,1.2881957354117641,3.2887729693190497,1.8012500108472098,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
479.7,2.566010643818492,1.0535314313780004,1.7960594946117285,1.379943651444456,3.730040412946281,1.103969007312928,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
479.8,2.341875377740259,1.1324143481202187,1.6294609342896038,1.4753763864847693,3.6813566138968423,.8794066706511152,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
479.9,2.13429278341964,1.2163221585273978,1.4757261413247,1.573956229913707,3.4486881279467614,.8549131316205373,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480,1.9421928973372937,1.3047222143970738,1.3342496133551327,1.6750340555591523,3.1796772735162557,.8924548583602986,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.1,1.7645141544392586,1.3971816599681575,1.204590216138112,1.7778484717479912,2.9156286926099395,.9518437581565333,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.2,1.6003278998613373,1.4932348308901628,1.0864342356877432,1.8815480267816196,2.6668739895233053,1.021615015785744,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.3,1.448881018766336,1.5923247725499137,.9795424707585927,1.985233909701849,2.4354113945988587,1.0981076722154361,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.4,1.3096000470832223,1.6937811287927573,.8836880361315582,2.088017764540142,2.220890613298343,1.1799507935847307,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.5,1.182070519290158,1.7968236817400451,.7985945628542289,2.189085397805735,2.022320316029806,1.266488875038421,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.6,1.0659967288528525,1.9005885568700969,.7238858179102077,2.2877547651347014,1.8386123172073967,1.3572697346369746,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.7,.9611465229538328,2.0041742131208524,.6590559693310316,2.383517378890035,1.6687728419628947,1.4518517890459979,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
480.8,.8672883792757116,2.106701131316281,.6034649302280961,2.4760563681783054,1.5119716390298752,1.5497214403559003,2.000000000000003,1.4999999999999978,2,1.5,2.000000000000003,1.4999999999999978,3.0000000000000013,.9999999999999993,2.9999999999999987,1.0000000000000007,3.0000000000000013,.9999999999999993
